gen = -001,avg = 0,219,best = 0,219,chrom = {0,079;0,632;0,857;0,470;0,541;0,795;0,802;0,099;0,910;0,662;0,958;0,015;0,806;0,644;0,980;0,938;0,288;0,505;0,051;0,323;0,839;0,832;0,188;0,464;0,465;0,926;0,390;0,243;0,508;0,317;0,437;0,109;0,105;0,155;0,470;0,580;0,836;0,307;0,619;0,282;0,989;0,139;0,852;0,321;0,052;0,563;0,905;0,543;0,494;0,165;0,620;0,067;0,630;0,892;0,284;0,356;0,377;0,050;0,565;0,928}
gen = 0000,avg = 0,321,best = 0,724,chrom = {0,679;0,955;0,425;0,582;0,821;0,775;0,281;0,130;0,946;0,483;0,389;0,484;0,296;0,242;0,902;0,578;0,519;0,185;0,057;0,587;0,420;0,956;0,016;0,790;0,005;0,432;0,113;0,657;0,760;0,912;0,517;0,421;0,611;0,761;0,792;0,766;0,824;0,803;0,176;0,706;0,168;0,552;0,496;0,141;0,029;0,702;0,508;0,078;0,819;0,176;0,099;0,017;0,924;0,418;0,245;0,507;0,649;0,568;0,823;0,502}
gen = 0001,avg = 0,481,best = 0,724,chrom = {0,679;0,955;0,425;0,582;0,821;0,775;0,281;0,130;0,946;0,483;0,389;0,484;0,296;0,242;0,902;0,578;0,519;0,185;0,057;0,587;0,420;0,956;0,016;0,790;0,005;0,432;0,113;0,657;0,760;0,912;0,517;0,421;0,611;0,761;0,792;0,766;0,824;0,803;0,176;0,706;0,168;0,552;0,496;0,141;0,029;0,702;0,508;0,078;0,819;0,176;0,099;0,017;0,924;0,418;0,245;0,507;0,649;0,568;0,823;0,502}
gen = 0002,avg = 0,635,best = 0,748,chrom = {0,679;0,955;0,425;0,582;0,821;0,570;0,281;0,130;0,946;0,483;0,389;0,484;0,296;0,242;0,902;0,578;0,519;0,185;0,057;0,587;0,420;0,956;0,016;0,790;0,005;0,432;0,113;0,657;0,760;0,912;0,517;0,421;0,611;0,761;0,792;0,766;0,824;0,803;0,176;0,706;0,168;0,552;0,496;0,141;0,029;0,702;0,508;0,078;0,819;0,176;0,099;0,017;0,924;0,418;0,245;0,507;0,649;0,568;0,823;0,502}
gen = 0003,avg = 0,704,best = 0,760,chrom = {0,679;0,955;0,425;0,315;0,821;0,775;0,281;0,130;0,946;0,483;0,389;0,484;0,325;0,242;0,902;0,089;0,519;0,185;0,057;0,587;0,420;0,787;0,016;0,790;0,039;0,226;0,113;0,657;0,760;0,912;0,517;0,421;0,611;0,761;0,792;0,766;0,824;0,803;0,176;0,706;0,168;0,552;0,496;0,141;0,029;0,702;0,508;0,023;0,819;0,176;0,099;0,017;0,924;0,418;0,245;0,507;0,153;0,842;0,823;0,502}
gen = 0004,avg = 0,757,best = 0,803,chrom = {0,679;0,955;0,425;0,163;0,821;0,775;0,084;0,130;0,946;0,483;0,440;0,484;0,296;0,242;0,902;0,578;0,519;0,185;0,057;0,587;0,957;0,560;0,016;0,790;0,005;0,432;0,113;0,657;0,760;0,912;0,517;0,421;0,611;0,761;0,792;0,766;0,824;0,803;0,176;0,706;0,168;0,552;0,496;0,141;0,104;0,039;0,151;0,373;0,431;0,734;0,119;0,656;0,272;0,298;0,938;0,177;0,580;0,522;0,508;0,260}
gen = 0005,avg = 0,798,best = 0,879,chrom = {0,679;0,955;0,425;0,582;0,821;0,775;0,084;0,130;0,946;0,483;0,440;0,484;0,296;0,242;0,902;0,578;0,519;0,185;0,057;0,587;0,957;0,560;0,016;0,790;0,005;0,432;0,113;0,657;0,760;0,912;0,517;0,421;0,611;0,761;0,792;0,766;0,824;0,803;0,176;0,706;0,168;0,552;0,496;0,141;0,104;0,039;0,151;0,373;0,431;0,734;0,119;0,656;0,272;0,298;0,938;0,177;0,580;0,522;0,508;0,260}
gen = 0006,avg = 0,817,best = 0,879,chrom = {0,679;0,955;0,425;0,582;0,821;0,775;0,084;0,130;0,946;0,483;0,440;0,484;0,296;0,242;0,902;0,578;0,519;0,185;0,057;0,587;0,957;0,560;0,016;0,790;0,005;0,432;0,113;0,657;0,760;0,912;0,517;0,421;0,611;0,761;0,792;0,766;0,824;0,803;0,176;0,706;0,168;0,552;0,496;0,141;0,104;0,039;0,151;0,373;0,431;0,734;0,119;0,656;0,272;0,298;0,938;0,177;0,580;0,522;0,508;0,260}
gen = 0007,avg = 0,844,best = 0,927,chrom = {0,679;0,955;0,425;0,582;0,821;0,775;0,084;0,130;0,946;0,483;0,440;0,484;0,296;0,242;0,902;0,200;0,519;0,185;0,057;0,587;0,957;0,560;0,016;0,790;0,005;0,432;0,113;0,657;0,760;0,912;0,517;0,421;0,611;0,761;0,792;0,766;0,824;0,803;0,176;0,706;0,168;0,552;0,496;0,141;0,165;0,039;0,151;0,373;0,431;0,734;0,119;0,656;0,272;0,298;0,938;0,177;0,580;0,522;0,508;0,260}
gen = 0008,avg = 0,869,best = 0,927,chrom = {0,679;0,955;0,425;0,582;0,821;0,775;0,084;0,130;0,946;0,483;0,440;0,484;0,296;0,242;0,902;0,200;0,519;0,185;0,057;0,587;0,957;0,560;0,016;0,790;0,005;0,432;0,113;0,657;0,760;0,912;0,517;0,421;0,611;0,761;0,792;0,766;0,824;0,803;0,176;0,706;0,168;0,552;0,496;0,141;0,165;0,039;0,151;0,373;0,431;0,734;0,119;0,656;0,272;0,298;0,938;0,177;0,580;0,522;0,508;0,260}
