EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2686,5000,  1,  27,    9,     2,    392 
2199,5000, 11,  27,    9,     2,    394 
2170,5000,  4,  27,    9,     2,    391 
2206,5000,  6,  27,    9,     2,    399 
2109,5000,  2,  27,    9,     2,    391 
2130,5000,  1,  27,    9,     2,    394 
2145,5000,  7,  27,    9,     2,    396 
2107,5000,  9,  27,    9,     2,    393 
2109,5000,  2,  27,    9,     2,    392 
2122,5000,  9,  27,    9,     2,    391 
