EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2491,5000, 12,  14,    5,     2,    397 
1830,5000, 18,  14,    5,     2,    395 
1836,5000, 10,  14,    5,     2,    391 
1818,5000, 17,  14,    5,     2,    395 
1808,5000, 12,  14,    5,     2,    394 
1826,5000, 11,  14,    5,     2,    395 
1884,5000, 13,  14,    5,     2,    394 
1789,5000, 13,  14,    5,     2,    394 
1793,5000, 13,  14,    5,     2,    394 
1801,5000, 13,  14,    5,     2,    391 
