EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2928,5000, 81,   5,    5,     2,    395 
2004,5000, 76,   5,    5,     2,    399 
1966,5000, 77,   5,    5,     2,    397 
2019,5000, 77,   5,    5,     2,    395 
1880,5000, 73,   5,    5,     2,    397 
1935,5000, 84,   5,    5,     2,    398 
1902,5000, 74,   5,    5,     2,    394 
1895,5000, 78,   5,    5,     2,    398 
1972,5000, 88,   5,    5,     2,    397 
2157,5000, 94,   5,    5,     2,    397 
