EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2924,5000, 15,  15,    6,     2,    397 
2000,5000, 14,  15,    6,     2,    393 
1883,5000, 15,  15,    6,     2,    393 
1815,5000, 14,  15,    6,     2,    396 
1861,5000, 15,  15,    6,     2,    394 
1927,5000, 17,  15,    6,     2,    396 
1769,5000, 15,  15,    6,     2,    392 
1813,5000, 13,  15,    6,     2,    396 
1827,5000, 13,  15,    6,     2,    394 
1810,5000, 11,  15,    6,     2,    397 
