EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3088,5000,102,   5,    6,     2,    393 
2097,5000, 92,   5,    6,     2,    398 
1921,5000, 90,   5,    6,     2,    395 
2020,5000, 88,   5,    6,     2,    391 
2005,5000, 78,   5,    6,     2,    394 
1918,5000, 95,   5,    6,     2,    397 
1902,5000, 90,   5,    6,     2,    397 
1907,5000, 84,   5,    6,     2,    395 
2135,5000, 83,   5,    6,     2,    397 
1979,5000, 96,   5,    6,     2,    394 
