EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3066,5000, 53,   5,    3,     2,    399 
2503,5000, 50,   5,    3,     2,    397 
2429,5000, 38,   5,    3,     2,    392 
2438,5000, 51,   5,    3,     2,    397 
2362,5000, 53,   5,    3,     2,    397 
2430,5000, 53,   5,    3,     2,    398 
2651,5000, 50,   5,    3,     2,    397 
2669,5000, 54,   5,    3,     2,    397 
2351,5000, 56,   5,    3,     2,    398 
2346,5000, 52,   5,    3,     2,    396 
