EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2694,5000, 15,  10,    3,     2,    396 
1775,5000, 12,  10,    3,     2,    397 
1818,5000, 15,  10,    3,     2,    392 
1790,5000,  9,  10,    3,     2,    390 
1706,5000, 16,  10,    3,     2,    395 
1738,5000, 13,  10,    3,     2,    394 
1821,5000, 18,  10,    3,     2,    395 
1709,5000, 10,  10,    3,     2,    391 
1834,5000, 13,  10,    3,     2,    398 
1740,5000, 15,  10,    3,     2,    396 
