EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3071,5000,112,   5,    7,     2,    392 
2090,5000,102,   5,    7,     2,    399 
2032,5000, 95,   5,    7,     2,    395 
2065,5000,120,   5,    7,     2,    397 
1994,5000,102,   5,    7,     2,    401 
1981,5000,112,   5,    7,     2,    394 
1986,5000,117,   5,    7,     2,    394 
2179,5000,113,   5,    7,     2,    396 
1985,5000,120,   5,    7,     2,    395 
2050,5000,113,   5,    7,     2,    395 
