EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2709,5000,  8,  24,    5,     2,    394 
2086,5000,  6,  24,    5,     2,    392 
2064,5000,  7,  24,    5,     2,    398 
2059,5000,  6,  24,    5,     2,    395 
2019,5000,  6,  24,    5,     2,    392 
2148,5000,  8,  24,    5,     2,    393 
2020,5000,  2,  24,    5,     2,    398 
2050,5000,  6,  24,    5,     2,    396 
2017,5000,  5,  24,    5,     2,    396 
2035,5000,  7,  24,    5,     2,    399 
