EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
4460,5000,564,   2,    3,     2,    390 
3312,5000,637,   2,    3,     2,    407 
3195,5000,618,   2,    3,     2,    403 
2991,5000,621,   2,    3,     2,    397 
3250,5000,703,   2,    3,     2,    393 
3075,5000,644,   2,    3,     2,    391 
2764,5000,504,   2,    3,     2,    401 
3064,5000,654,   2,    3,     2,    396 
3006,5000,621,   2,    3,     2,    397 
3123,5000,675,   2,    3,     2,    397 
