EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3018,5000, 42,   6,    5,     2,    395 
1972,5000, 47,   6,    5,     2,    397 
2002,5000, 61,   6,    5,     2,    393 
1906,5000, 49,   6,    5,     2,    395 
1990,5000, 49,   6,    5,     2,    394 
1921,5000, 66,   6,    5,     2,    400 
1860,5000, 58,   6,    5,     2,    396 
1856,5000, 56,   6,    5,     2,    391 
2050,5000, 60,   6,    5,     2,    399 
1886,5000, 51,   6,    5,     2,    396 
