EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2939,5000, 12,  25,    9,     2,    392 
2106,5000, 11,  25,    9,     2,    395 
2146,5000,  8,  25,    9,     2,    400 
2089,5000, 10,  25,    9,     2,    393 
2097,5000,  7,  25,    9,     2,    393 
2098,5000, 11,  25,    9,     2,    402 
2034,5000,  9,  25,    9,     2,    392 
2041,5000,  4,  25,    9,     2,    401 
2042,5000,  7,  25,    9,     2,    395 
2068,5000,  6,  25,    9,     2,    396 
