EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2960,5000,  2,  30,    5,     2,    396 
2498,5000,  4,  30,    5,     2,    391 
2224,5000,  3,  30,    5,     2,    397 
2404,5000,  5,  30,    5,     2,    396 
2201,5000,  8,  30,    5,     2,    398 
2257,5000,  3,  30,    5,     2,    395 
2201,5000,  1,  30,    5,     2,    392 
2197,5000,  5,  30,    5,     2,    393 
2178,5000,  0,  30,    5,     2,    391 
2357,5000,  0,  30,    5,     2,    392 
