EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2674,5000,  4,  25,    4,     2,    392 
2111,5000,  5,  25,    4,     2,    392 
2038,5000,  5,  25,    4,     2,    394 
2066,5000,  4,  25,    4,     2,    395 
2052,5000,  6,  25,    4,     2,    396 
2092,5000,  4,  25,    4,     2,    396 
2029,5000,  5,  25,    4,     2,    392 
2057,5000,  4,  25,    4,     2,    397 
2037,5000,  3,  25,    4,     2,    389 
2021,5000,  3,  25,    4,     2,    395 
