EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3502,5000,192,   4,    9,     2,    395 
2544,5000,207,   4,    9,     2,    396 
2375,5000,217,   4,    9,     2,    394 
2400,5000,183,   4,    9,     2,    395 
2570,5000,206,   4,    9,     2,    395 
2311,5000,212,   4,    9,     2,    397 
2397,5000,218,   4,    9,     2,    396 
2351,5000,179,   4,    9,     2,    398 
2295,5000,203,   4,    9,     2,    394 
2354,5000,210,   4,    9,     2,    393 
