EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2920,5000, 56,   8,    7,     2,    392 
1911,5000, 49,   8,    7,     2,    390 
1867,5000, 53,   8,    7,     2,    395 
1939,5000, 49,   8,    7,     2,    393 
1929,5000, 56,   8,    7,     2,    393 
1838,5000, 52,   8,    7,     2,    398 
1810,5000, 52,   8,    7,     2,    395 
1899,5000, 53,   8,    7,     2,    403 
1872,5000, 46,   8,    7,     2,    397 
1822,5000, 55,   8,    7,     2,    392 
