EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2698,5000,  8,  22,    7,     2,    400 
2039,5000,  7,  22,    7,     2,    397 
1996,5000,  4,  22,    7,     2,    392 
2051,5000,  6,  22,    7,     2,    395 
1983,5000,  8,  22,    7,     2,    397 
2092,5000,  5,  22,    7,     2,    396 
1981,5000, 11,  22,    7,     2,    395 
2002,5000,  8,  22,    7,     2,    398 
1974,5000,  5,  22,    7,     2,    393 
1962,5000,  3,  22,    7,     2,    393 
