EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2536,5000,  1,  22,    2,     2,    393 
2030,5000,  4,  22,    2,     2,    394 
1986,5000,  2,  22,    2,     2,    391 
1962,5000,  2,  22,    2,     2,    393 
1993,5000,  2,  22,    2,     2,    396 
1968,5000,  1,  22,    2,     2,    392 
2075,5000,  1,  22,    2,     2,    397 
1967,5000,  3,  22,    2,     2,    393 
1986,5000,  1,  22,    2,     2,    395 
1976,5000,  2,  22,    2,     2,    392 
