EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3177,5000,  3,  25,    5,     2,    395 
2686,5000,  3,  25,    5,     2,    396 
2077,5000,  5,  25,    5,     2,    391 
2079,5000,  4,  25,    5,     2,    396 
2070,5000,  8,  25,    5,     2,    398 
2231,5000,  6,  25,    5,     2,    392 
2051,5000,  8,  25,    5,     2,    396 
2085,5000,  5,  25,    5,     2,    393 
2056,5000,  5,  25,    5,     2,    394 
2093,5000,  6,  25,    5,     2,    399 
