EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2821,5000,  7,  25,    8,     2,    394 
2150,5000, 10,  25,    8,     2,    390 
2090,5000,  5,  25,    8,     2,    393 
2104,5000,  3,  25,    8,     2,    393 
2061,5000, 10,  25,    8,     2,    393 
2020,5000,  6,  25,    8,     2,    390 
2106,5000, 11,  25,    8,     2,    394 
2039,5000,  7,  25,    8,     2,    392 
2030,5000,  6,  25,    8,     2,    396 
2038,5000,  7,  25,    8,     2,    395 
