EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3244,5000, 63,   5,    4,     2,    397 
2240,5000, 48,   5,    4,     2,    397 
1986,5000, 70,   5,    4,     2,    400 
2073,5000, 65,   5,    4,     2,    398 
1956,5000, 68,   5,    4,     2,    396 
1925,5000, 60,   5,    4,     2,    392 
1891,5000, 52,   5,    4,     2,    401 
1901,5000, 70,   5,    4,     2,    400 
1910,5000, 50,   5,    4,     2,    394 
1959,5000, 64,   5,    4,     2,    396 
