EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2394,5000,  7,  12,    2,     2,    393 
1828,5000, 12,  12,    2,     2,    393 
1759,5000,  5,  12,    2,     2,    398 
1715,5000,  7,  12,    2,     2,    397 
1751,5000,  7,  12,    2,     2,    395 
1721,5000,  4,  12,    2,     2,    394 
1741,5000,  8,  12,    2,     2,    394 
1803,5000,  7,  12,    2,     2,    394 
1748,5000,  4,  12,    2,     2,    395 
1705,5000,  5,  12,    2,     2,    392 
