EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2641,5000, 27,  15,    9,     2,    398 
1945,5000, 18,  15,    9,     2,    394 
1842,5000, 14,  15,    9,     2,    397 
1886,5000, 16,  15,    9,     2,    397 
1837,5000, 20,  15,    9,     2,    395 
1826,5000, 31,  15,    9,     2,    390 
1819,5000, 21,  15,    9,     2,    395 
1820,5000, 14,  15,    9,     2,    389 
1819,5000, 22,  15,    9,     2,    394 
1798,5000, 19,  15,    9,     2,    397 
