EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2559,5000,  5,  18,    2,     2,    398 
1952,5000,  2,  18,    2,     2,    399 
1915,5000,  8,  18,    2,     2,    394 
1850,5000,  2,  18,    2,     2,    400 
1883,5000,  3,  18,    2,     2,    399 
1873,5000,  4,  18,    2,     2,    393 
1864,5000,  3,  18,    2,     2,    392 
1877,5000,  4,  18,    2,     2,    394 
1864,5000,  2,  18,    2,     2,    395 
1856,5000,  3,  18,    2,     2,    395 
