EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
5231,5000,826,   1,    1,     2,    391 
4445,5000,913,   1,    1,     2,    395 
3940,5000,811,   1,    1,     2,    386 
4047,5000,844,   1,    1,     2,    392 
3920,5000,808,   1,    1,     2,    396 
3332,5000,519,   1,    1,     2,    396 
3914,5000,827,   1,    1,     2,    391 
3867,5000,813,   1,    1,     2,    391 
3919,5000,829,   1,    1,     2,    401 
3874,5000,796,   1,    1,     2,    390 
