EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2481,5000,  6,  19,    4,     2,    401 
1937,5000,  7,  19,    4,     2,    394 
1887,5000,  6,  19,    4,     2,    393 
1909,5000,  8,  19,    4,     2,    394 
1954,5000,  7,  19,    4,     2,    392 
1903,5000,  6,  19,    4,     2,    392 
1929,5000,  4,  19,    4,     2,    391 
1891,5000,  9,  19,    4,     2,    392 
1876,5000,  8,  19,    4,     2,    393 
1931,5000,  3,  19,    4,     2,    391 
