EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2631,5000, 12,  17,    8,     2,    394 
1961,5000, 18,  17,    8,     2,    395 
1918,5000, 16,  17,    8,     2,    396 
1903,5000, 19,  17,    8,     2,    393 
1908,5000, 17,  17,    8,     2,    394 
1880,5000, 19,  17,    8,     2,    399 
1844,5000, 15,  17,    8,     2,    395 
1869,5000,  8,  17,    8,     2,    392 
1908,5000, 16,  17,    8,     2,    392 
1900,5000, 16,  17,    8,     2,    391 
