EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2928,5000,130,   5,    9,     2,    394 
2062,5000,126,   5,    9,     2,    394 
2308,5000,132,   5,    9,     2,    396 
2009,5000,117,   5,    9,     2,    393 
2024,5000,123,   5,    9,     2,    398 
2030,5000,119,   5,    9,     2,    397 
2196,5000,126,   5,    9,     2,    392 
2055,5000,142,   5,    9,     2,    397 
2036,5000,140,   5,    9,     2,    397 
2088,5000,145,   5,    9,     2,    396 
