EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2844,5000,  8,  26,    9,     2,    397 
2157,5000,  4,  26,    9,     2,    396 
2139,5000,  3,  26,    9,     2,    400 
2137,5000,  6,  26,    9,     2,    395 
2101,5000,  9,  26,    9,     2,    394 
2123,5000,  8,  26,    9,     2,    392 
2096,5000,  6,  26,    9,     2,    393 
2077,5000,  1,  26,    9,     2,    392 
2052,5000,  1,  26,    9,     2,    393 
2080,5000,  7,  26,    9,     2,    389 
