EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2690,5000, 21,  10,    5,     2,    401 
1907,5000, 19,  10,    5,     2,    397 
1780,5000, 27,  10,    5,     2,    398 
1763,5000, 23,  10,    5,     2,    395 
1823,5000, 24,  10,    5,     2,    391 
1880,5000, 27,  10,    5,     2,    393 
1811,5000, 26,  10,    5,     2,    392 
1778,5000, 20,  10,    5,     2,    397 
1747,5000, 24,  10,    5,     2,    396 
1740,5000, 21,  10,    5,     2,    396 
