EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2742,5000, 20,  13,    8,     2,    396 
1936,5000, 21,  13,    8,     2,    393 
1798,5000, 22,  13,    8,     2,    397 
1818,5000, 26,  13,    8,     2,    394 
1777,5000, 28,  13,    8,     2,    393 
1790,5000, 20,  13,    8,     2,    394 
1815,5000, 25,  13,    8,     2,    394 
1807,5000, 21,  13,    8,     2,    395 
1766,5000, 25,  13,    8,     2,    391 
1794,5000, 27,  13,    8,     2,    394 
