EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2859,5000, 34,   8,    6,     2,    393 
1974,5000, 38,   8,    6,     2,    393 
1962,5000, 45,   8,    6,     2,    402 
1842,5000, 42,   8,    6,     2,    390 
1948,5000, 36,   8,    6,     2,    392 
1795,5000, 34,   8,    6,     2,    391 
1866,5000, 43,   8,    6,     2,    396 
1868,5000, 44,   8,    6,     2,    401 
1860,5000, 39,   8,    6,     2,    398 
1839,5000, 43,   8,    6,     2,    398 
