EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2581,5000,  1,  22,    3,     2,    392 
2062,5000,  4,  22,    3,     2,    395 
1969,5000,  4,  22,    3,     2,    397 
1964,5000,  3,  22,    3,     2,    396 
1988,5000,  1,  22,    3,     2,    400 
1991,5000,  2,  22,    3,     2,    394 
2069,5000,  5,  22,    3,     2,    392 
1976,5000,  2,  22,    3,     2,    398 
1992,5000,  3,  22,    3,     2,    393 
1958,5000,  3,  22,    3,     2,    394 
