EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2503,5000, 18,  13,    6,     2,    394 
1905,5000, 23,  13,    6,     2,    396 
1792,5000, 22,  13,    6,     2,    397 
1775,5000, 21,  13,    6,     2,    392 
1797,5000, 16,  13,    6,     2,    394 
1881,5000, 17,  13,    6,     2,    396 
1785,5000, 18,  13,    6,     2,    392 
1768,5000, 20,  13,    6,     2,    394 
1806,5000, 18,  13,    6,     2,    396 
1774,5000, 26,  13,    6,     2,    396 
