EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2768,5000, 13,  12,    5,     2,    391 
1836,5000, 15,  12,    5,     2,    392 
1828,5000, 24,  12,    5,     2,    394 
1725,5000, 17,  12,    5,     2,    396 
1804,5000, 17,  12,    5,     2,    389 
1814,5000, 21,  12,    5,     2,    396 
1770,5000, 19,  12,    5,     2,    393 
1761,5000, 21,  12,    5,     2,    395 
1784,5000, 13,  12,    5,     2,    400 
1767,5000, 16,  12,    5,     2,    399 
