EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3211,5000,  3,  20,    5,     2,    391 
1995,5000,  7,  20,    5,     2,    396 
1968,5000,  7,  20,    5,     2,    393 
2007,5000,  3,  20,    5,     2,    396 
1974,5000,  5,  20,    5,     2,    391 
1982,5000,  6,  20,    5,     2,    397 
1914,5000,  4,  20,    5,     2,    392 
1912,5000,  7,  20,    5,     2,    396 
1962,5000,  7,  20,    5,     2,    394 
1977,5000,  6,  20,    5,     2,    393 
