EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3190,5000, 61,   4,    3,     2,    396 
2084,5000, 78,   4,    3,     2,    398 
2863,5000, 84,   4,    3,     2,    395 
2573,5000, 80,   4,    3,     2,    396 
2561,5000, 75,   4,    3,     2,    401 
2229,5000, 76,   4,    3,     2,    395 
2205,5000, 93,   4,    3,     2,    399 
2067,5000, 76,   4,    3,     2,    396 
1996,5000, 85,   4,    3,     2,    397 
2227,5000, 78,   4,    3,     2,    402 
