EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2491,5000,  6,   9,    1,     2,    396 
1816,5000,  6,   9,    1,     2,    395 
1733,5000,  5,   9,    1,     2,    394 
1815,5000,  5,   9,    1,     2,    397 
1790,5000,  2,   9,    1,     2,    396 
1729,5000,  2,   9,    1,     2,    395 
1810,5000,  3,   9,    1,     2,    395 
1777,5000,  8,   9,    1,     2,    394 
1850,5000,  7,   9,    1,     2,    395 
1721,5000,  7,   9,    1,     2,    396 
