EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2518,5000,  7,  17,    2,     2,    394 
1883,5000,  4,  17,    2,     2,    395 
1841,5000,  5,  17,    2,     2,    394 
1842,5000,  5,  17,    2,     2,    397 
1876,5000,  6,  17,    2,     2,    398 
1836,5000,  5,  17,    2,     2,    396 
1864,5000,  5,  17,    2,     2,    394 
1859,5000,  4,  17,    2,     2,    394 
1863,5000,  4,  17,    2,     2,    394 
1827,5000,  4,  17,    2,     2,    392 
