EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2671,5000, 38,  10,    9,     2,    398 
1875,5000, 44,  10,    9,     2,    393 
1878,5000, 41,  10,    9,     2,    397 
1836,5000, 44,  10,    9,     2,    394 
1949,5000, 47,  10,    9,     2,    398 
1795,5000, 42,  10,    9,     2,    396 
1782,5000, 36,  10,    9,     2,    397 
1793,5000, 32,  10,    9,     2,    392 
1803,5000, 49,  10,    9,     2,    394 
1899,5000, 34,  10,    9,     2,    393 
