EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2946,5000, 10,  16,    5,     2,    398 
1932,5000, 16,  16,    5,     2,    397 
1924,5000,  7,  16,    5,     2,    394 
1847,5000, 13,  16,    5,     2,    399 
1816,5000, 10,  16,    5,     2,    397 
1834,5000, 10,  16,    5,     2,    392 
1934,5000, 15,  16,    5,     2,    393 
1864,5000, 14,  16,    5,     2,    394 
1824,5000, 11,  16,    5,     2,    394 
1816,5000, 10,  16,    5,     2,    395 
