EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3299,5000,245,   3,    6,     2,    398 
2510,5000,292,   3,    6,     2,    395 
2292,5000,302,   3,    6,     2,    390 
2558,5000,293,   3,    6,     2,    396 
2426,5000,280,   3,    6,     2,    401 
2173,5000,240,   3,    6,     2,    401 
2306,5000,319,   3,    6,     2,    393 
2285,5000,274,   3,    6,     2,    402 
2438,5000,312,   3,    6,     2,    397 
2212,5000,243,   3,    6,     2,    396 
