EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2670,5000,  2,  25,    7,     2,    393 
2096,5000,  5,  25,    7,     2,    397 
2044,5000,  8,  25,    7,     2,    392 
2106,5000,  3,  25,    7,     2,    393 
2067,5000,  7,  25,    7,     2,    393 
2075,5000,  8,  25,    7,     2,    393 
2020,5000,  6,  25,    7,     2,    398 
2063,5000,  1,  25,    7,     2,    393 
2079,5000,  4,  25,    7,     2,    392 
2044,5000,  6,  25,    7,     2,    392 
