EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2705,5000,  8,  20,   10,     2,    396 
2153,5000,  8,  20,   10,     2,    394 
2013,5000, 18,  20,   10,     2,    401 
1947,5000, 10,  20,   10,     2,    396 
1970,5000,  5,  20,   10,     2,    393 
1933,5000, 13,  20,   10,     2,    397 
1959,5000, 15,  20,   10,     2,    393 
1973,5000, 15,  20,   10,     2,    392 
1930,5000, 11,  20,   10,     2,    401 
1904,5000, 15,  20,   10,     2,    394 
