EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2534,5000,  4,  14,    2,     2,    397 
1851,5000,  7,  14,    2,     2,    396 
1783,5000,  5,  14,    2,     2,    396 
1793,5000,  6,  14,    2,     2,    392 
1790,5000,  7,  14,    2,     2,    395 
1778,5000,  7,  14,    2,     2,    393 
1754,5000,  5,  14,    2,     2,    394 
1874,5000,  8,  14,    2,     2,    396 
1773,5000,  4,  14,    2,     2,    394 
1794,5000,  7,  14,    2,     2,    394 
