EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2716,5000,  0,  26,    2,     2,    392 
2127,5000,  2,  26,    2,     2,    397 
2097,5000,  2,  26,    2,     2,    397 
2091,5000,  2,  26,    2,     2,    395 
2067,5000,  2,  26,    2,     2,    393 
2082,5000,  3,  26,    2,     2,    394 
2085,5000,  2,  26,    2,     2,    393 
2151,5000,  6,  26,    2,     2,    394 
2082,5000,  4,  26,    2,     2,    394 
2067,5000,  0,  26,    2,     2,    390 
