EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3318,5000,299,   3,    7,     2,    400 
2507,5000,334,   3,    7,     2,    398 
2412,5000,303,   3,    7,     2,    400 
2526,5000,270,   3,    7,     2,    396 
2415,5000,340,   3,    7,     2,    394 
2171,5000,276,   3,    7,     2,    395 
2216,5000,299,   3,    7,     2,    395 
2303,5000,312,   3,    7,     2,    400 
2405,5000,325,   3,    7,     2,    393 
2439,5000,353,   3,    7,     2,    400 
