EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3938,5000,468,   2,    2,     2,    397 
3021,5000,525,   2,    2,     2,    399 
3218,5000,601,   2,    2,     2,    393 
2919,5000,602,   2,    2,     2,    401 
3020,5000,552,   2,    2,     2,    399 
2874,5000,531,   2,    2,     2,    396 
2929,5000,594,   2,    2,     2,    396 
2809,5000,532,   2,    2,     2,    401 
2891,5000,497,   2,    2,     2,    395 
3049,5000,600,   2,    2,     2,    399 
