EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2628,5000,  2,  25,    3,     2,    393 
2100,5000,  2,  25,    3,     2,    396 
2063,5000,  4,  25,    3,     2,    395 
2047,5000,  4,  25,    3,     2,    394 
2067,5000,  1,  25,    3,     2,    391 
2061,5000,  5,  25,    3,     2,    393 
2034,5000,  5,  25,    3,     2,    399 
2043,5000,  2,  25,    3,     2,    392 
2118,5000,  5,  25,    3,     2,    393 
2037,5000,  1,  25,    3,     2,    393 
