EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2418,5000, 10,  10,    2,     2,    396 
1831,5000, 12,  10,    2,     2,    395 
1799,5000, 10,  10,    2,     2,    396 
1794,5000, 13,  10,    2,     2,    400 
1746,5000, 12,  10,    2,     2,    397 
1764,5000,  9,  10,    2,     2,    394 
1758,5000,  8,  10,    2,     2,    396 
1828,5000, 11,  10,    2,     2,    396 
1689,5000, 10,  10,    2,     2,    399 
1787,5000, 10,  10,    2,     2,    394 
