EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3409,5000,  0,  28,    7,     2,    395 
2825,5000,  7,  28,    7,     2,    393 
2746,5000,  5,  28,    7,     2,    391 
2731,5000,  2,  28,    7,     2,    388 
2744,5000,  8,  28,    7,     2,    393 
2743,5000,  6,  28,    7,     2,    399 
2732,5000,  5,  28,    7,     2,    399 
2724,5000,  6,  28,    7,     2,    392 
2738,5000,  2,  28,    7,     2,    390 
2713,5000,  0,  28,    7,     2,    391 
