EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2647,5000,  9,  19,    8,     2,    394 
2004,5000, 12,  19,    8,     2,    397 
2024,5000, 19,  19,    8,     2,    394 
1931,5000,  9,  19,    8,     2,    393 
1947,5000, 14,  19,    8,     2,    395 
2061,5000, 10,  19,    8,     2,    393 
1916,5000,  7,  19,    8,     2,    390 
1894,5000,  7,  19,    8,     2,    392 
1907,5000, 11,  19,    8,     2,    395 
1913,5000, 10,  19,    8,     2,    396 
