EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3070,5000,161,   3,    3,     2,    401 
2131,5000,173,   3,    3,     2,    398 
2271,5000,192,   3,    3,     2,    399 
2067,5000,176,   3,    3,     2,    395 
2168,5000,171,   3,    3,     2,    398 
2344,5000,166,   3,    3,     2,    394 
2151,5000,176,   3,    3,     2,    395 
2102,5000,173,   3,    3,     2,    399 
2119,5000,169,   3,    3,     2,    398 
2107,5000,178,   3,    3,     2,    398 
