EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2298,5000,  5,  10,    1,     2,    397 
1790,5000,  4,  10,    1,     2,    397 
1719,5000,  7,  10,    1,     2,    394 
1723,5000,  8,  10,    1,     2,    394 
1692,5000,  6,  10,    1,     2,    398 
1723,5000,  5,  10,    1,     2,    396 
1718,5000,  6,  10,    1,     2,    395 
1728,5000,  7,  10,    1,     2,    393 
1771,5000,  2,  10,    1,     2,    393 
1748,5000,  3,  10,    1,     2,    395 
