EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2686,5000,  4,  22,    6,     2,    395 
2014,5000, 11,  22,    6,     2,    394 
2060,5000,  9,  22,    6,     2,    394 
2010,5000, 10,  22,    6,     2,    392 
1983,5000,  4,  22,    6,     2,    392 
2085,5000, 14,  22,    6,     2,    395 
1983,5000,  6,  22,    6,     2,    394 
1975,5000,  4,  22,    6,     2,    392 
1983,5000,  8,  22,    6,     2,    394 
1949,5000,  7,  22,    6,     2,    392 
