EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3251,5000,  8,  22,    9,     2,    394 
2129,5000, 13,  22,    9,     2,    395 
2091,5000, 11,  22,    9,     2,    393 
2029,5000, 11,  22,    9,     2,    394 
2033,5000, 15,  22,    9,     2,    397 
2014,5000,  8,  22,    9,     2,    399 
1976,5000, 11,  22,    9,     2,    392 
1992,5000, 13,  22,    9,     2,    395 
1968,5000, 12,  22,    9,     2,    393 
2003,5000, 10,  22,    9,     2,    400 
