EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
4375,5000,727,   2,    6,     2,    400 
3619,5000,816,   2,    6,     2,    399 
3100,5000,694,   2,    6,     2,    396 
3277,5000,730,   2,    6,     2,    397 
2947,5000,680,   2,    6,     2,    399 
3204,5000,750,   2,    6,     2,    399 
3074,5000,736,   2,    6,     2,    397 
3171,5000,705,   2,    6,     2,    390 
3018,5000,668,   2,    6,     2,    400 
2992,5000,725,   2,    6,     2,    394 
