EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3420,5000,  0,  29,    5,     2,    400 
2924,5000,  1,  29,    5,     2,    390 
2794,5000,  5,  29,    5,     2,    395 
2770,5000,  3,  29,    5,     2,    396 
2759,5000,  3,  29,    5,     2,    393 
2896,5000,  4,  29,    5,     2,    396 
2748,5000,  2,  29,    5,     2,    394 
2744,5000,  1,  29,    5,     2,    397 
2722,5000,  2,  29,    5,     2,    396 
2755,5000,  1,  29,    5,     2,    394 
