EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3330,5000,  8,  28,    9,     2,    398 
2798,5000,  7,  28,    9,     2,    392 
2776,5000,  7,  28,    9,     2,    392 
2759,5000,  0,  28,    9,     2,    403 
2823,5000,  7,  28,    9,     2,    391 
2707,5000,  4,  28,    9,     2,    397 
2726,5000,  5,  28,    9,     2,    396 
2713,5000,  1,  28,    9,     2,    390 
2772,5000,  0,  28,    9,     2,    393 
2746,5000,  5,  28,    9,     2,    395 
