EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2694,5000,  5,  23,    3,     2,    395 
2033,5000,  7,  23,    3,     2,    390 
1982,5000,  4,  23,    3,     2,    397 
2038,5000,  4,  23,    3,     2,    394 
1995,5000,  5,  23,    3,     2,    392 
2005,5000,  5,  23,    3,     2,    392 
1984,5000,  4,  23,    3,     2,    398 
2034,5000,  3,  23,    3,     2,    395 
1964,5000,  5,  23,    3,     2,    397 
1989,5000,  4,  23,    3,     2,    392 
