EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2605,5000, 22,   4,    1,     2,    398 
1937,5000, 30,   4,    1,     2,    401 
1765,5000, 25,   4,    1,     2,    399 
1819,5000, 26,   4,    1,     2,    397 
1879,5000, 31,   4,    1,     2,    401 
1799,5000, 21,   4,    1,     2,    396 
1886,5000, 29,   4,    1,     2,    399 
1809,5000, 27,   4,    1,     2,    398 
1838,5000, 34,   4,    1,     2,    397 
1802,5000, 23,   4,    1,     2,    394 
