EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
4074,5000,403,   2,    1,     2,    402 
2835,5000,385,   2,    1,     2,    389 
2860,5000,385,   2,    1,     2,    393 
2947,5000,390,   2,    1,     2,    397 
2700,5000,362,   2,    1,     2,    388 
2708,5000,399,   2,    1,     2,    394 
2792,5000,382,   2,    1,     2,    397 
2708,5000,386,   2,    1,     2,    400 
2595,5000,335,   2,    1,     2,    393 
2522,5000,323,   2,    1,     2,    395 
