EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2843,5000,  6,  24,    7,     2,    395 
2076,5000,  8,  24,    7,     2,    394 
2055,5000, 11,  24,    7,     2,    392 
2066,5000, 11,  24,    7,     2,    394 
2022,5000, 13,  24,    7,     2,    397 
2028,5000,  5,  24,    7,     2,    396 
2027,5000,  6,  24,    7,     2,    392 
2011,5000,  7,  24,    7,     2,    394 
2018,5000,  5,  24,    7,     2,    394 
1999,5000,  7,  24,    7,     2,    395 
